# name,All planet names,Lists,mass,mass_error_min,mass_error_max,mass_error_min,mass_error_max,radius,radius_error_min,radius_error_max,Radius [Rjup] lowerlimit,Radius [Rjup] upperlimit,orbital_period,orbital_period_error_min,orbital_period_error_max,Orbital period [days] lowerlimit,Orbital period [days] upperlimit,eccentricity,eccentricity_error_min,eccentricity_error_max,Eccentricity lowerlimit,Eccentricity upperlimit,temp_calculated,Equilibrium temperature [K] errorminus,Equilibrium temperature [K] errorplus,Equilibrium temperature [K] lowerlimit,Equilibrium temperature [K] upperlimit,detection_type,discovered,updated,source (xml)
Kepler-259 c,kepler-259c,,,,,,,0.241,0.117,0.117,,,36.924931,0.000181,0.000181,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-26 b,kepler-26b,,0.00875,0.00035,0.00035,0.00035,0.00035,0.248,0.0098,0.0098,,,12.2829,,,,,,,,,,,,,,,primarytransit,2012,2016-03-16,
Kepler-26 c,kepler-26c,,0.01949,0.0021,0.0021,0.0021,0.0021,0.243,0.011,0.011,,,17.2513,,,,,,,,,,,,,,,primarytransit,2012,2016-03-16,
Kepler-26 e,kepler-26e,,,,,,,0.215,0.013,0.013,,,46.827915,0.000173,0.000173,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-260 b,kepler-260b,,,,,,,0.179,0.049,0.049,,,8.187399,2.2e-05,2.2e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-260 c,kepler-260c,,,,,,,0.155,0.048,0.048,,,76.050178,0.001026,0.001026,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-261 b,kepler-261b,,,,,,,0.194,0.012,0.012,,,10.381227,1.6e-05,1.6e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-261 c,kepler-261c,,,,,,,0.178,0.012,0.012,,,24.570858,6.9e-05,6.9e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-262 b,kepler-262b,,,,,,,0.121,0.053,0.053,,,13.060855,0.000164,0.000164,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-262 c,kepler-262c,,,,,,,0.146,0.061,0.061,,,21.853722,0.000187,0.000187,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-263 b,kepler-263b,,,,,,,0.238,0.129,0.129,,,16.568087,6.5e-05,6.5e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-263 c,kepler-263c,,,,,,,0.22,0.12,0.12,,,47.332773,0.000456,0.000456,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-264 b,kepler-264b,,,,,,,0.297,0.066,0.066,,,40.806231,0.000538,0.000538,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-264 c,kepler-264c,,,,,,,0.252,0.052,0.052,,,140.101261,0.003678,0.003678,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-265 b,kepler-265b,,,,,,,0.166,0.04,0.04,,,6.846262,6.3e-05,6.3e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-265 c,kepler-265c,,,,,,,0.235,0.049,0.049,,,17.028937,0.000136,0.000136,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-265 d,kepler-265d,,,,,,,0.222,0.048,0.048,,,43.130617,0.000658,0.000658,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-265 e,kepler-265e,,,,,,,0.231,0.049,0.049,,,67.831024,0.001396,0.001396,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-266 b,kepler-266b,,,,,,,0.221,0.107,0.107,,,6.61833,4.8e-05,4.8e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-266 c,kepler-266c,,,,,,,0.347,0.169,0.169,,,107.723601,0.001643,0.001643,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-267 b,kepler-267b,,,,,,,0.177,0.008,0.008,,,3.353728,7e-06,7e-06,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-267 c,kepler-267c,,,,,,,0.19,0.01,0.01,,,6.87745,1.6e-05,1.6e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-267 d,kepler-267d,,,,,,,0.203,0.011,0.011,,,28.464515,0.00018,0.00018,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-268 b,kepler-268b,,,,,,,0.227,0.042,0.042,,,25.934138,0.000142,0.000142,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-268 c,kepler-268c,,,,,,,0.302,0.062,0.062,,,83.446393,0.000761,0.000761,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-269 b,kepler-269b,,,,,,,0.22,0.103,0.103,,,5.326718,3.5e-05,3.5e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-269 c,kepler-269c,,,,,,,0.151,0.071,0.071,,,8.127899,0.000149,0.000149,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-27 b,kepler-27b,,9.11,inf,nan,inf,nan,0.36,,,,,15.3348,,,,,,,,,,,,,,,primarytransit,2012,2012-01-30,
Kepler-27 c,kepler-27c,,13.8,inf,nan,inf,nan,0.44,,,,,31.3309,,,,,,,,,,,,,,,primarytransit,2012,2013-10-10,
Kepler-270 b,kepler-270b,,,,,,,0.179,0.036,0.036,,,11.476094,7.1e-05,7.1e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-270 c,kepler-270c,,,,,,,0.158,0.033,0.033,,,25.262887,0.000599,0.000599,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-271 b,kepler-271b,,,,,,,0.079,0.014,0.014,,,5.217738,4.3e-05,4.3e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-271 c,kepler-271c,,,,,,,0.089,0.016,0.016,,,7.410935,4.9e-05,4.9e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-271 d,kepler-271d,,,,,,,0.059,0.004,0.004,,,5.24972541,4.062e-05,4.062e-05,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-272 b,kepler-272b,,,,,,,0.128,0.069,0.069,,,2.971353,1.7e-05,1.7e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-272 c,kepler-272c,,,,,,,0.16,0.086,0.086,,,6.057342,3.7e-05,3.7e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-272 d,kepler-272d,,,,,,,0.201,0.109,0.109,,,10.937304,7.3e-05,7.3e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-273 b,kepler-273b,,,,,,,0.134,0.077,0.077,,,2.936532,9e-06,9e-06,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-273 c,kepler-273c,,,,,,,0.177,0.103,0.103,,,8.014927,5.2e-05,5.2e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-274 b,kepler-274b,,,,,,,0.137,0.075,0.075,,,11.634788,0.000134,0.000134,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-274 c,kepler-274c,,,,,,,0.164,0.089,0.089,,,33.197861,0.000894,0.000894,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-275 b,kepler-275b,,,,,,,0.209,0.04,0.04,,,10.300682,0.000254,0.000254,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-275 c,kepler-275c,,,,,,,0.302,0.057,0.057,,,16.088134,0.000164,0.000164,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-275 d,kepler-275d,,,,,,,0.297,0.066,0.066,,,35.676062,0.000641,0.000641,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-276 b,kepler-276b,,,,,,,0.256,0.12,0.12,,,14.12841,0.000111,0.000111,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-276 c,kepler-276c,,0.045,0.067,0.0299,0.067,0.0299,0.259,0.0143,0.0143,,,31.884,,,,,,,,,,,,,,,primarytransit,2013,2013-12-30,
Kepler-276 d,kepler-276d,,0.044,0.0673,0.0283,0.0673,0.0283,0.25,0.0134,0.0134,,,48.648,,,,,,,,,,,,,,,primarytransit,2013,2013-12-30,
Kepler-277 b,kepler-277b,,0.28,0.471,0.139,0.471,0.139,0.261,0.0349,0.0349,,,17.324,,,,,,,,,,,,,,,primarytransit,2013,2013-12-20,
Kepler-277 c,kepler-277c,,0.21,0.313,0.134,0.313,0.134,0.3,0.04,0.04,,,33.006,,,,,,,,,,,,,,,primarytransit,2013,2013-12-20,
Kepler-278 b,kepler-278b,,,,,,,0.409,0.023,0.023,,,30.15856,0.00091,0.00091,,,0.04,0.04,0.33,,,,,,,,primarytransit,2014,2015-12-18,
Kepler-278 c,kepler-278c,,,,,,,0.295,0.011,0.011,,,51.0851,0.0035,0.0035,,,0.51,0.12,0.19,,,,,,,,primarytransit,2014,2015-12-18,
Kepler-279 b,kepler-279b,,,,,,,0.323,0.063,0.063,,,12.309681,5.1e-05,5.1e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-279 c,kepler-279c,,0.171,0.469,0.05,0.469,0.05,0.385,0.157,0.157,,,35.736,,,,,,,,,,,,,,,primarytransit,2013,2013-12-30,
Kepler-279 d,kepler-279d,,0.13,0.357,0.038,0.357,0.038,0.277,0.114,0.114,,,54.414,,,,,,,,,,,,,,,primarytransit,2013,2013-12-30,
Kepler-28 b,kepler-28b,,1.51,inf,nan,inf,nan,0.32,,,,,5.9123,,,,,,,,,,,,,,,primarytransit,2012,2012-01-30,
Kepler-28 c,kepler-28c,,1.36,inf,nan,inf,nan,0.3,,,,,8.9858,,,,,,,,,,,,,,,primarytransit,2012,2012-01-30,
Kepler-280 b,kepler-280b,,,,,,,0.129,0.062,0.062,,,2.139542,6e-06,6e-06,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-280 c,kepler-280c,,,,,,,0.179,0.087,0.087,,,4.807091,9e-06,9e-06,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-281 b,kepler-281b,,,,,,,0.252,0.1,0.1,,,14.646008,0.000139,0.000139,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-281 c,kepler-281c,,,,,,,0.474,0.184,0.184,,,36.337373,0.000111,0.000111,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-282 b,kepler-282b,,,,,,,0.09,0.022,0.022,,,9.220524,0.000341,0.000341,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-282 c,kepler-282c,,,,,,,0.107,0.026,0.026,,,13.638723,0.000491,0.000491,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-282 d,kepler-282d,,0.204,0.38,0.08,0.38,0.08,0.22,,,,,24.806,,,,,,,,,,,,,,,primarytransit,2013,2013-12-30,
Kepler-282 e,kepler-282e,,0.192,0.3,0.12,0.3,0.12,0.277,0.0143,0.0143,,,44.347,,,,,,,,,,,,,,,primarytransit,2013,2013-12-30,
Kepler-283 b,kepler-283b,,,,,,,0.19,0.023,0.023,,,11.008151,2.9e-05,2.9e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-283 c,kepler-283c,,,,,,,0.162,0.011,0.011,,,92.743711,0.001413,0.001413,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-284 b,kepler-284b,,,,,,,0.2,0.087,0.087,,,12.699149,7.1e-05,7.1e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-284 c,kepler-284c,,,,,,,0.233,0.105,0.105,,,37.514456,0.00035,0.00035,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-285 b,kepler-285b,,,,,,,0.12,0.052,0.052,,,2.633867,1.2e-05,1.2e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-285 c,kepler-285c,,,,,,,0.1,0.044,0.044,,,6.186676,5.9e-05,5.9e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-286 b,kepler-286b,,,,,,,0.111,0.022,0.022,,,1.796302,9e-06,9e-06,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-286 c,kepler-286c,,,,,,,0.122,0.024,0.024,,,3.468095,2.3e-05,2.3e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-286 d,kepler-286d,,,,,,,0.119,0.024,0.024,,,5.914323,5.4e-05,5.4e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-286 e,kepler-286e,,,,,,,0.158,0.038,0.038,,,29.221289,0.00037,0.00037,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-287 b,kepler-287b,,,,,,,0.208,0.095,0.095,,,20.342199,8.4e-05,8.4e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-287 c,kepler-287c,,,,,,,0.291,0.133,0.133,,,44.851896,0.000247,0.000247,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-288 b,kepler-288b,,,,,,,0.149,0.071,0.071,,,6.097326,6.4e-05,6.4e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-288 c,kepler-288c,,,,,,,0.254,0.121,0.121,,,19.305772,0.000135,0.000135,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-288 d,kepler-288d,,,,,,,0.238,0.113,0.113,,,56.633742,0.000908,0.000908,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-289 b,kepler-289b,,0.023,0.021,0.021,0.021,0.021,0.192,0.009,0.009,,,34.545,0.0005,0.0005,,,0.024,0.024,0.024,,,,,,,,primarytransit,2014,2016-02-12,
Kepler-289 c,kepler-289c,,0.013,0.003,0.003,0.003,0.003,0.239,0.015,0.015,,,66.0634,0.0114,0.0114,,,0.0115,,,,,,,,,,primarytransit,2014,2016-02-12,
Kepler-289 d,kepler-289d,,0.415,0.053,0.053,0.053,0.053,1.034,0.017,0.017,,,125.8518,0.0076,0.0076,,,0.0033,0.011,0.011,,,,,,,,primarytransit,2014,2016-02-12,
Kepler-29 b,kepler-29b,,0.0142,0.0044,0.0044,0.0044,0.0044,0.299,0.02,0.02,,,10.3376,0.0002,0.0002,,,,,,,,,,,,,primarytransit,2012,2016-03-16,
Kepler-29 c,kepler-29c,,0.013,0.0041,0.0041,0.0041,0.0041,0.28,0.018,0.018,,,13.2907,0.0004,0.0004,,,,,,,,,,,,,primarytransit,2012,2016-03-16,
Kepler-290 b,kepler-290b,,,,,,,0.201,0.109,0.109,,,14.589347,6.6e-05,6.6e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-290 c,kepler-290c,,,,,,,0.241,0.124,0.124,,,36.77031,0.000183,0.000183,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-291 b,kepler-291b,,,,,,,0.193,0.084,0.084,,,3.546511,1.6e-05,1.6e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-291 c,kepler-291c,,,,,,,0.168,0.073,0.073,,,5.700786,5.5e-05,5.5e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-292 b,kepler-292b,,,,,,,0.118,0.012,0.012,,,2.580827,2e-05,2e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-292 c,kepler-292c,,,,,,,0.131,0.013,0.013,,,3.715335,3.3e-05,3.3e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-292 d,kepler-292d,,,,,,,0.199,0.019,0.019,,,7.055679,4.3e-05,4.3e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-292 e,kepler-292e,,,,,,,0.238,0.031,0.031,,,11.97901,0.000101,0.000101,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-292 f,kepler-292f,,,,,,,0.21,0.02,0.02,,,20.834237,0.000184,0.000184,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-293 b,kepler-293b,,,,,,,0.274,0.116,0.116,,,19.254196,7.9e-05,7.9e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-293 c,kepler-293c,,,,,,,0.342,0.145,0.145,,,54.155743,0.000466,0.000466,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-294 b,kepler-294b,,,,,,,0.158,0.074,0.074,,,3.701212,2.5e-05,2.5e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-294 c,kepler-294c,,,,,,,0.242,0.113,0.113,,,6.6264,2.8e-05,2.8e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-295 b,kepler-295b,,,,,,,0.109,0.057,0.057,,,12.645164,0.000181,0.000181,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-295 c,kepler-295c,,,,,,,0.104,0.055,0.055,,,21.526258,0.000336,0.000336,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-295 d,kepler-295d,,,,,,,0.121,0.064,0.064,,,33.884054,0.000685,0.000685,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-296 b,kepler-296b,,,,,,,0.084,0.006,0.006,,,3.621457,4e-05,4e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-296 c,kepler-296c,,,,,,,0.192,0.009,0.009,,,5.841648,1.5e-05,1.5e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-296 d,kepler-296d,,,,,,,0.203,0.028,0.028,,,19.850242,9.7e-05,9.7e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-296 e,kepler-296e,,,,,,,0.156,0.021,0.021,,,34.142347,0.003409,0.003409,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-296 f,kepler-296f,,,,,,,0.16,0.01,0.01,,,63.335879,0.001292,0.001292,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-297 b,kepler-297b,,,,,,,0.256,0.046,0.046,,,38.871826,0.000153,0.000153,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-297 c,kepler-297c,,,,,,,0.583,0.105,0.105,,,74.920137,0.00012,0.00012,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-298 b,kepler-298b,,,,,,,0.175,0.009,0.009,,,10.475464,2.7e-05,2.7e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-298 c,kepler-298c,,,,,,,0.172,0.02,0.02,,,22.92881,0.00038,0.00038,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-298 d,kepler-298d,,,,,,,0.223,0.018,0.018,,,77.473633,0.000615,0.000615,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-299 b,kepler-299b,,,,,,,0.118,0.024,0.024,,,2.927128,3.3e-05,3.3e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-299 c,kepler-299c,,,,,,,0.236,0.056,0.056,,,6.885875,4e-05,4e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-299 d,kepler-299d,,,,,,,0.166,0.034,0.034,,,15.054786,0.000189,0.000189,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-299 e,kepler-299e,,,,,,,0.167,0.035,0.035,,,38.285489,0.001428,0.001428,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-30 b,kepler-30b,,0.036,0.004,0.004,0.004,0.004,0.35,0.02,0.02,,,29.334,0.008,0.008,,,,,,,,,,,,,primarytransit,2012,2014-05-01,
Kepler-30 c,kepler-30c,,2.01,0.16,0.16,0.16,0.16,1.1,0.036,0.036,,,60.3231,0.0002,0.0002,,,,,,,,,,,,,primarytransit,2012,2012-08-31,
Kepler-30 d,kepler-30d,,0.073,0.008,0.008,0.008,0.008,0.79,0.045,0.045,,,143.343,0.009,0.009,,,,,,,,,,,,,primarytransit,2012,2012-08-31,
Kepler-300 b,kepler-300b,,,,,,,0.149,0.068,0.068,,,10.446347,4.3e-05,4.3e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-300 c,kepler-300c,,,,,,,0.201,0.093,0.093,,,40.714955,0.000245,0.000245,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-301 b,kepler-301b,,,,,,,0.12,0.064,0.064,,,2.508553,1.2e-05,1.2e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-301 c,kepler-301c,,,,,,,0.12,0.064,0.064,,,5.419026,3.2e-05,3.2e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-301 d,kepler-301d,,,,,,,0.156,0.084,0.084,,,13.751243,8.1e-05,8.1e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-302 b,kepler-302b,,,,,,,0.362,0.076,0.076,,,30.184104,0.000203,0.000203,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-302 c,kepler-302c,,,,,,,1.111,0.227,0.227,,,127.282184,0.000427,0.000427,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-303 b,kepler-303b,,,,,,,0.079,0.004,0.004,,,1.937055,4e-06,4e-06,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-303 c,kepler-303c,,,,,,,0.102,0.008,0.008,,,7.061149,1.9e-05,1.9e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-304 b,kepler-304b,,,,,,,0.255,0.019,0.019,,,3.295709,2e-06,2e-06,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-304 c,kepler-304c,,,,,,,0.194,0.013,0.013,,,5.315946,7e-06,7e-06,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-304 d,kepler-304d,,,,,,,0.245,0.019,0.019,,,9.653471,1.5e-05,1.5e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-304 e,kepler-304e,,,,,,,0.107,0.003,0.005,,,1.49914695,2.8e-06,2.8e-06,,,,,,,,,,,,,primarytransit,2016,2016-05-12,
Kepler-305 b,kepler-305b,,0.0356,0.0938,0.012,0.0938,0.012,0.322,0.111,0.111,,,5.487,,,,,,,,,,,,,,,primarytransit,2013,2013-12-20,
Kepler-305 c,kepler-305c,,0.0192,0.0538,0.0057,0.0538,0.0057,0.295,0.1,0.1,,,8.291,,,,,,,,,,,,,,,primarytransit,2013,2013-12-20,
Kepler-305 d,kepler-305d,,,,,,,0.242,0.037,0.037,,,16.738661,0.000145,0.000145,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-306 b,kepler-306b,,,,,,,0.136,0.009,0.009,,,4.646186,2.5e-05,2.5e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-306 c,kepler-306c,,,,,,,0.21,0.017,0.017,,,7.240193,3.2e-05,3.2e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-306 d,kepler-306d,,,,,,,0.22,0.021,0.021,,,17.326644,0.000137,0.000137,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-306 e,kepler-306e,,,,,,,0.203,0.013,0.013,,,44.840975,0.000439,0.000439,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-307 b,kepler-307b,,0.0234,0.003,0.003,0.003,0.003,0.217,0.008,0.008,,,10.416,,,,,,,,,,,,,,,primarytransit,2013,2016-03-16,
Kepler-307 c,kepler-307c,,0.01147,0.002,0.002,0.002,0.002,0.196,0.006,0.006,,,13.084,,,,,,,,,,,,,,,primarytransit,2013,2016-03-16,
Kepler-308 b,kepler-308b,,,,,,,0.189,0.091,0.091,,,9.694928,9e-05,9e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-308 c,kepler-308c,,,,,,,0.193,0.093,0.093,,,15.38231,0.000171,0.000171,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-309 b,kepler-309b,,,,,,,0.139,0.012,0.012,,,5.923653,2.8e-05,2.8e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-309 c,kepler-309c,,,,,,,0.224,0.016,0.016,,,105.356383,0.000857,0.000857,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-31 b,kepler-31b,,,,,,,0.38,0.07,0.07,,,20.8613,0.0002,0.0002,,,,,,,,,,,,,primarytransit,2012,2014-05-01,
Kepler-31 c,kepler-31c,,4.7,inf,nan,inf,nan,0.38,0.07,0.07,,,42.6318,0.0005,0.0005,,,,,,,,,,,,,primarytransit,2012,2014-05-01,
Kepler-31 d,kepler-31d,,,,,,,0.407,0.099,0.099,,,87.648901,0.000801,0.000801,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-310 b,kepler-310b,,,,,,,0.106,0.05,0.05,,,13.930698,0.000108,0.000108,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-310 c,kepler-310c,,,,,,,0.302,0.141,0.141,,,56.47542,0.000207,0.000207,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-310 d,kepler-310d,,,,,,,0.22,0.103,0.103,,,92.876125,0.000785,0.000785,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-311 b,kepler-311b,,,,,,,0.152,0.029,0.029,,,9.176092,5.7e-05,5.7e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-311 c,kepler-311c,,,,,,,0.128,0.025,0.025,,,19.738286,0.000205,0.000205,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-312 b,kepler-312b,,,,,,,0.115,0.022,0.022,,,1.772419,1.2e-05,1.2e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-312 c,kepler-312c,,,,,,,0.281,0.054,0.054,,,19.747412,6.8e-05,6.8e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-313 b,kepler-313b,,,,,,,0.226,0.028,0.028,,,14.970418,0.000114,0.000114,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-313 c,kepler-313c,,,,,,,0.229,0.037,0.037,,,32.273273,0.000819,0.000819,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-314 b,kepler-314b,,,,,,,0.074,0.011,0.011,,,2.461069,1.3e-05,1.3e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-314 c,kepler-314c,,,,,,,0.259,0.038,0.038,,,5.960392,5e-06,5e-06,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-315 b,kepler-315b,,,,,,,0.336,0.07,0.07,,,96.101141,0.000918,0.000918,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-315 c,kepler-315c,,,,,,,0.37,0.086,0.086,,,265.469335,0.006223,0.006223,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-316 b,kepler-316b,,,,,,,0.095,0.01,0.01,,,2.240508,6e-06,6e-06,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-316 c,kepler-316c,,,,,,,0.103,0.011,0.011,,,6.827766,3.4e-05,3.4e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-317 b,kepler-317b,,,,,,,0.186,0.086,0.086,,,5.524242,2.7e-05,2.7e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-317 c,kepler-317c,,,,,,,0.153,0.07,0.07,,,8.77501,0.000113,0.000113,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-318 b,kepler-318b,,,,,,,0.42,0.074,0.074,,,4.662715,3e-06,3e-06,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
Kepler-318 c,kepler-318c,,,,,,,0.328,0.058,0.058,,,11.815007,2e-05,2e-05,,,,,,,,,,,,,primarytransit,2014,2014-03-06,
