# name,All planet names,Lists,mass,mass_error_min,mass_error_max,mass_error_min,mass_error_max,radius,radius_error_min,radius_error_max,Radius [Rjup] lowerlimit,Radius [Rjup] upperlimit,orbital_period,orbital_period_error_min,orbital_period_error_max,Orbital period [days] lowerlimit,Orbital period [days] upperlimit,eccentricity,eccentricity_error_min,eccentricity_error_max,Eccentricity lowerlimit,Eccentricity upperlimit,temp_calculated,Equilibrium temperature [K] errorminus,Equilibrium temperature [K] errorplus,Equilibrium temperature [K] lowerlimit,Equilibrium temperature [K] upperlimit,detection_type,discovered,updated,source (xml)
Kepler-1599 b,Kepler-1599 b,,,,,,,0.145,0.021,0.029,,,122.363553,0.008968,0.008968,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-16 (AB) b,Kepler-16 (AB) b,,0.333,0.016,0.016,0.016,0.016,0.7538,0.0023,0.0023,,,228.776,0.037,0.037,,,0.00685,0.00146,0.00146,,,,,,,,Primary Transit,2011,2013-08-30,
Kepler-160 b,Kepler-160 b,,,,,,,0.137,0.068,0.068,,,4.309427,1.7e-05,1.7e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-160 c,Kepler-160 c,,,,,,,0.322,0.158,0.158,,,13.699087,3.1e-05,3.1e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-1600 b,Kepler-1600 b,,,,,,,0.279,0.015,0.025,,,386.370548,0.008591,0.008591,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1601 b,Kepler-1601 b,,,,,,,0.073,0.01,0.021,,,2.20921951,1.51e-05,1.51e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1602 b,Kepler-1602 b,,,,,,,0.12,0.021,0.052,,,11.17931605,7.504e-05,7.504e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1603 b,Kepler-1603 b,,,,,,,0.115,0.017,0.042,,,2.27163926,2.336e-05,2.336e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1604 b,Kepler-1604 b,,,,,,,0.126,0.01,0.017,,,0.68368426,6.3e-07,6.3e-07,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1605 b,Kepler-1605 b,,,,,,,0.096,0.007,0.008,,,85.7565495,0.0006161,0.0006161,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1606 b,Kepler-1606 b,,,,,,,0.185,0.013,0.021,,,196.435224,0.003935,0.003935,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1607 b,Kepler-1607 b,,,,,,,0.082,0.012,0.029,,,13.6473676,0.0002102,0.0002102,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1608 b,Kepler-1608 b,,,,,,,0.154,0.017,0.014,,,16.4735686,0.0001698,0.0001698,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1609 b,Kepler-1609 b,,,,,,,0.198,0.029,0.08,,,114.34219,0.004097,0.004097,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-161 b,Kepler-161 b,,,,,,,0.189,0.012,0.012,,,4.921355,6e-06,6e-06,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-161 c,Kepler-161 c,,,,,,,0.183,0.013,0.013,,,7.06424,1.1e-05,1.1e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-1610 b,Kepler-1610 b,,,,,,,0.144,0.012,0.017,,,8.70181574,8.315e-05,8.315e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1611 b,Kepler-1611 b,,,,,,,0.072,0.006,0.014,,,5.1762429,5.826e-05,5.826e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1612 b,Kepler-1612 b,,,,,,,0.092,0.01,0.016,,,3.91795101,2.727e-05,2.727e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1613 b,Kepler-1613 b,,,,,,,0.186,0.045,0.039,,,1.5184299,0.0001991,0.0001991,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1614 b,Kepler-1614 b,,,,,,,0.133,0.013,0.011,,,3.9466141,3.022e-05,3.022e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1615 b,Kepler-1615 b,,,,,,,0.184,0.052,0.043,,,47.3126192,0.0008593,0.0008593,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1616 b,Kepler-1616 b,,,,,,,0.091,0.013,0.042,,,6.76284377,6.948e-05,6.948e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1617 b,Kepler-1617 b,,,,,,,0.107,0.014,0.033,,,27.4785572,0.0005078,0.0005078,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1618 b,Kepler-1618 b,,,,,,,0.112,0.021,0.046,,,6.10826019,8.991e-05,8.991e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1619 b,Kepler-1619 b,,,,,,,0.068,0.007,0.013,,,23.6225913,0.000542,0.000542,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-162 b,Kepler-162 b,,,,,,,0.112,0.06,0.06,,,6.919798,5.2e-05,5.2e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-162 c,Kepler-162 c,,,,,,,0.27,0.145,0.145,,,19.446355,4.5e-05,4.5e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-1620 b,Kepler-1620 b,,,,,,,0.144,0.024,0.057,,,101.951829,0.001572,0.001572,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1621 b,Kepler-1621 b,,,,,,,0.193,0.033,0.071,,,92.263714,0.002385,0.002385,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1622 b,Kepler-1622 b,,,,,,,0.131,0.024,0.061,,,10.8118737,0.0001009,0.0001009,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1623 b,Kepler-1623 b,,,,,,,0.117,0.016,0.028,,,4.36128348,2.698e-05,2.698e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1624 b,Kepler-1624 b,,,,,,,0.509,0.041,0.035,,,3.29030452,4.56e-06,4.56e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1625 b,Kepler-1625 b,,,,,,,0.541,0.047,0.078,,,287.378949,0.002983,0.002983,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1626 b,Kepler-1626 b,,,,,,,0.18,0.038,0.059,,,4.13962966,2.851e-05,2.851e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1627 b,Kepler-1627 b,,,,,,,0.329,0.037,0.044,,,7.20283653,8.773e-05,8.773e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1628 b,Kepler-1628 b,,,,,,,0.574,0.045,0.084,,,76.378033,0.001833,0.001833,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1629 b,Kepler-1629 b,,,,,,,0.069,0.007,0.013,,,3.87595807,2.379e-05,2.379e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-163 b,Kepler-163 b,,,,,,,0.094,0.039,0.039,,,7.810937,0.000107,0.000107,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-163 c,Kepler-163 c,,,,,,,0.202,0.084,0.084,,,21.347262,8.1e-05,8.1e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-1630 b,Kepler-1630 b,,,,,,,0.195,0.009,0.018,,,509.997402,0.003256,0.003256,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1631 b,Kepler-1631 b,,,,,,,0.12,0.013,0.018,,,4.09513932,3.048e-05,3.048e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1632 b,Kepler-1632 b,,,,,,,0.22,0.031,0.075,,,448.303558,0.004164,0.004164,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1633 b,Kepler-1633 b,,,,,,,0.141,0.022,0.058,,,186.404271,0.005886,0.005886,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1634 b,Kepler-1634 b,,,,,,,0.285,0.054,0.046,,,374.876239,0.007107,0.007107,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1635 b,Kepler-1635 b,,,,,,,0.325,0.06,0.029,,,469.63111,0.01246,0.01246,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1636 b,Kepler-1636 b,,,,,,,0.288,0.031,0.068,,,425.47785,0.01122,0.01122,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1637 b,Kepler-1637 b,,,,,,,0.079,0.008,0.016,,,6.10960324,6.485e-05,6.485e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1638 b,Kepler-1638 b,,,,,,,0.167,0.02,0.029,,,259.33683,0.01303,0.01303,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1639 b,Kepler-1639 b,,,,,,,0.23,0.03,0.07,,,9.878482,0.002171,0.002171,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-164 b,Kepler-164 b,,,,,,,0.126,0.025,0.025,,,5.03503,2.7e-05,2.7e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-164 c,Kepler-164 c,,,,,,,0.244,0.046,0.046,,,10.945723,2.9e-05,2.9e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-164 d,Kepler-164 d,,,,,,,0.219,0.042,0.042,,,28.986769,0.000162,0.000162,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-1640 b,Kepler-1640 b,,,,,,,0.43,0.071,0.221,,,7.5844126,0.0003866,0.0003866,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1641 b,Kepler-1641 b,,,,,,,0.277,0.052,0.101,,,19.672266,0.00111,0.00111,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1641 c,Kepler-1641 c,,,,,,,0.263,0.044,0.087,,,32.657212,0.003099,0.003099,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1642 b,Kepler-1642 b,,,,,,,0.285,0.022,0.03,,,12.2057513,0.0005101,0.0005101,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1642 c,Kepler-1642 c,,,,,,,0.237,0.019,0.026,,,6.6513802,0.0003227,0.0003227,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1643 b,Kepler-1643 b,,,,,,,0.205,0.013,0.022,,,5.34264507,2.177e-05,2.177e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1644 b,Kepler-1644 b,,,,,,,0.168,0.014,0.046,,,21.0907758,0.0001114,0.0001114,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1645 b,Kepler-1645 b,,,,,,,0.159,0.018,0.038,,,16.1779561,0.0001069,0.0001069,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1646 b,Kepler-1646 b,,,,,,,0.11,0.021,0.025,,,4.48558383,1.05e-05,1.05e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-1647 (AB) b,Kepler-1647 (AB) b,,1.52,0.65,0.65,0.65,0.65,1.06,0.01,0.01,,,1107.5923,0.0227,0.0227,,,0.0581,0.0689,0.0689,,,,,,,,Primary Transit,2015,2016-10-14,
Kepler-165 b,Kepler-165 b,,,,,,,0.207,0.126,0.126,,,8.180848,2.6e-05,2.6e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-165 c,Kepler-165 c,,,,,,,0.199,0.12,0.12,,,15.31299,5.7e-05,5.7e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-166 b,Kepler-166 b,,,,,,,0.203,0.104,0.104,,,7.650254,1.2e-05,1.2e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-166 c,Kepler-166 c,,,,,,,0.212,0.11,0.11,,,34.260281,0.000124,0.000124,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-166 d,Kepler-166 d,,,,,,,0.154,0.009,0.013,,,1.55400393,1.44e-06,1.44e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-167 b,Kepler-167 b,,,,,,,0.129,0.008,0.008,,,4.393147,1e-05,1e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-167 c,Kepler-167 c,,,,,,,0.122,0.007,0.007,,,7.406097,2.6e-05,2.6e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-167 d,Kepler-167 d,,0.006,0.003,0.003,0.003,0.003,0.1065,0.0044,0.0044,,,21.803855,0.000119,7.8e-05,,,0.0,,,,,536.0,,,,,Primary Transit,2016,2016-03-02,
Kepler-167 e,Kepler-167 e,,4.0,3.7,46.0,3.7,46.0,0.91,0.02,0.02,,,1071.23228,0.00056,0.00056,,,0.06,0.04,0.1,,,131.0,,,,,Primary Transit,2016,2016-03-02,
Kepler-168 b,Kepler-168 b,,,,,,,0.13,0.059,0.059,,,4.425391,3.3e-05,3.3e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-168 c,Kepler-168 c,,,,,,,0.24,0.108,0.108,,,13.193242,4.9e-05,4.9e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-169 b,Kepler-169 b,,,,,,,0.101,0.007,0.007,,,3.250619,1.3e-05,1.3e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-169 c,Kepler-169 c,,,,,,,0.108,0.007,0.007,,,6.195469,2.9e-05,2.9e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-169 d,Kepler-169 d,,,,,,,0.112,0.008,0.008,,,8.348125,4.1e-05,4.1e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-169 e,Kepler-169 e,,,,,,,0.196,0.026,0.026,,,13.767102,3.4e-05,3.4e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-169 f,Kepler-169 f,,,,,,,0.23,0.021,0.021,,,87.090195,0.000406,0.000406,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-17 b,Kepler-17 b,,2.45,0.014,0.014,0.014,0.014,1.312,0.018,0.018,,,1.4857108,2e-07,2e-07,,,0.011,inf,nan,,,1655.0,,,,,Primary Transit,2011,2013-10-19,
Kepler-170 b,Kepler-170 b,,,,,,,0.285,0.02,0.02,,,7.930592,1.4e-05,1.4e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-170 c,Kepler-170 c,,,,,,,0.255,0.015,0.015,,,16.665863,5.3e-05,5.3e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-171 b,Kepler-171 b,,,,,,,0.209,0.094,0.094,,,4.166972,7e-06,7e-06,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-171 c,Kepler-171 c,,,,,,,0.228,0.103,0.103,,,11.463462,2.6e-05,2.6e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-171 d,Kepler-171 d,,,,,,,0.169,0.08,0.08,,,39.595519,0.000699,0.000699,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-172 b,Kepler-172 b,,,,,,,0.21,0.037,0.037,,,2.940309,7e-06,7e-06,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-172 c,Kepler-172 c,,,,,,,0.255,0.047,0.047,,,6.388996,2e-05,2e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-172 d,Kepler-172 d,,,,,,,0.201,0.036,0.036,,,14.627119,0.000105,0.000105,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-172 e,Kepler-172 e,,,,,,,0.246,0.05,0.05,,,35.118736,0.000253,0.000253,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-173 b,Kepler-173 b,,,,,,,0.115,0.057,0.057,,,4.263742,2.1e-05,2.1e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-173 c,Kepler-173 c,,,,,,,0.217,0.108,0.108,,,8.005777,1.5e-05,1.5e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-174 b,Kepler-174 b,,,,,,,0.175,0.01,0.01,,,13.98179,2.4e-05,2.4e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-174 c,Kepler-174 c,,,,,,,0.133,0.008,0.008,,,44.000529,0.000265,0.000265,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-174 d,Kepler-174 d,,,,,,,0.195,0.012,0.012,,,247.35373,0.002001,0.002001,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-175 b,Kepler-175 b,,,,,,,0.228,0.114,0.114,,,11.903515,4.6e-05,4.6e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-175 c,Kepler-175 c,,,,,,,0.277,0.139,0.139,,,34.035257,0.000279,0.000279,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-176 b,Kepler-176 b,,,,,,,0.128,0.065,0.065,,,5.433074,2.4e-05,2.4e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-176 c,Kepler-176 c,,,,,,,0.232,0.119,0.119,,,12.759712,3.3e-05,3.3e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-176 d,Kepler-176 d,,,,,,,0.224,0.118,0.118,,,25.751974,0.000115,0.000115,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-176 e,Kepler-176 e,,,,,,,0.129,0.013,0.011,,,51.16579,0.0006432,0.0006432,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-177 b,Kepler-177 b,,0.00535,0.00787,0.00378,0.00787,0.00378,0.259,0.013,0.013,,,35.855,,,,,,,,,,,,,,,Primary Transit,2013,2013-12-20,
Kepler-177 c,Kepler-177 c,,0.0198,0.033,0.0107,0.033,0.0107,0.635,0.033,0.033,,,49.412,,,,,,,,,,,,,,,Primary Transit,2013,2013-12-20,
Kepler-178 b,Kepler-178 b,,,,,,,0.259,0.112,0.112,,,9.576694,2.1e-05,2.1e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-178 c,Kepler-178 c,,,,,,,0.257,0.11,0.11,,,20.552802,6.6e-05,6.6e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-178 d,Kepler-178 d,,,,,,,0.352,0.152,0.152,,,96.678988,0.000702,0.000702,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-179 b,Kepler-179 b,,,,,,,0.146,0.061,0.061,,,2.735926,8e-06,8e-06,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-179 c,Kepler-179 c,,,,,,,0.178,0.072,0.072,,,6.40013,1.7e-05,1.7e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-18 b,Kepler-18 b,,0.0216153289494384,0.0109492495988421,0.0109492495988421,0.0109492495988421,0.0109492495988421,0.17842836725554,0.00802927652649929,0.00802927652649929,,,3.504725,2.8e-05,2.8e-05,,,,,,,,,,,,,Primary Transit,2011,2013-11-05,
Kepler-18 c,Kepler-18 c,,0.0541169807758865,0.00597803857408048,0.00597803857408048,0.00597803857408048,0.00597803857408048,0.488893726280179,0.0223035459069425,0.0223035459069425,,,7.64159,3e-05,3e-05,,,,,,,,,,,,,Primary Transit,2011,2013-11-05,
Kepler-18 d,Kepler-18 d,,0.0512852782934273,0.00437340716735362,0.00437340716735362,0.00437340716735362,0.00437340716735362,0.621822859885556,0.0285485387608864,0.0285485387608864,,,14.85888,4e-05,4e-05,,,,,,,,,,,,,Primary Transit,2011,2013-11-05,
Kepler-180 b,Kepler-180 b,,,,,,,0.134,0.06,0.06,,,13.817124,0.000155,0.000155,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-180 c,Kepler-180 c,,,,,,,0.269,0.12,0.12,,,41.885775,0.000228,0.000228,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-181 b,Kepler-181 b,,,,,,,0.113,0.055,0.055,,,3.137873,1.3e-05,1.3e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-181 c,Kepler-181 c,,,,,,,0.178,0.087,0.087,,,4.302149,8e-06,8e-06,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-182 b,Kepler-182 b,,,,,,,0.23,0.105,0.105,,,9.825792,6.2e-05,6.2e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-182 c,Kepler-182 c,,,,,,,0.306,0.136,0.136,,,20.684342,9.7e-05,9.7e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-183 b,Kepler-183 b,,,,,,,0.184,0.079,0.079,,,5.687945,2e-05,2e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-183 c,Kepler-183 c,,,,,,,0.203,0.087,0.087,,,11.637071,5.5e-05,5.5e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-184 b,Kepler-184 b,,,,,,,0.211,0.119,0.119,,,10.687576,2.5e-05,2.5e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-184 c,Kepler-184 c,,,,,,,0.176,0.099,0.099,,,20.303005,8.7e-05,8.7e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-184 d,Kepler-184 d,,,,,,,0.222,0.126,0.126,,,29.022358,0.000176,0.000176,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-185 b,Kepler-185 b,,,,,,,0.104,0.06,0.06,,,1.6329,5e-06,5e-06,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-185 c,Kepler-185 c,,,,,,,0.18,0.104,0.104,,,20.729042,9.7e-05,9.7e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-186 b,Kepler-186 b,,,,,,,0.102,0.008,0.008,,,3.886803,1e-05,1e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-186 c,Kepler-186 c,,,,,,,0.12,0.009,0.009,,,7.267277,1.9e-05,1.9e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-186 d,Kepler-186 d,,,,,,,0.139,0.014,0.014,,,13.343058,4.1e-05,4.1e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-186 e,Kepler-186 e,,,,,,,0.119,0.009,0.009,,,22.407793,0.000123,0.000123,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-186 f,Kepler-186 f,,,,,,,0.0990277438268,0.0115978438716101,0.0124899857078878,,,129.9459,0.0012,0.0012,,,,,,,,,,,,,Primary Transit,2014,2014-04-18,
Kepler-187 b,Kepler-187 b,,,,,,,0.126,0.025,0.025,,,4.938864,5.8e-05,5.8e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-187 c,Kepler-187 c,,,,,,,0.238,0.046,0.046,,,10.640263,4.8e-05,4.8e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-188 b,Kepler-188 b,,,,,,,0.15,0.068,0.068,,,2.061897,1e-05,1e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-188 c,Kepler-188 c,,,,,,,0.285,0.129,0.129,,,5.996553,1.5e-05,1.5e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-189 b,Kepler-189 b,,,,,,,0.108,0.054,0.054,,,10.399931,8.5e-05,8.5e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-189 c,Kepler-189 c,,,,,,,0.212,0.106,0.106,,,20.134866,5.7e-05,5.7e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-19 b,Kepler-19 b,,0.064,inf,nan,inf,nan,0.198,0.004,0.004,,,9.2869944,8.8e-06,8.8e-06,,,,,,,,,,,,,Primary Transit,2011,2013-04-25,
Kepler-190 b,Kepler-190 b,,,,,,,0.139,0.01,0.01,,,2.019999,3e-06,3e-06,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-190 c,Kepler-190 c,,,,,,,0.13,0.009,0.009,,,3.763024,9e-06,9e-06,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-191 b,Kepler-191 b,,,,,,,0.12,0.059,0.059,,,9.939632,6.6e-05,6.6e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-191 c,Kepler-191 c,,,,,,,0.166,0.082,0.082,,,17.738506,8.2e-05,8.2e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-191 d,Kepler-191 d,,,,,,,0.203,0.012,0.014,,,5.94504102,7.63e-06,7.63e-06,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-192 b,Kepler-192 b,,,,,,,0.244,0.04,0.04,,,9.926746,1.8e-05,1.8e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-192 c,Kepler-192 c,,,,,,,0.249,0.046,0.046,,,21.2234,7.6e-05,7.6e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-192 d,Kepler-192 d,,,,,,,0.091,0.006,0.009,,,6.47027579,4.32e-05,4.32e-05,,,,,,,,,,,,,Primary Transit,2016,2016-05-12,
Kepler-193 b,Kepler-193 b,,,,,,,0.213,0.096,0.096,,,11.38848,5.4e-05,5.4e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-193 c,Kepler-193 c,,,,,,,0.245,0.111,0.111,,,50.697494,0.000446,0.000446,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-194 b,Kepler-194 b,,,,,,,0.135,0.07,0.07,,,2.092281,8e-06,8e-06,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-194 c,Kepler-194 c,,,,,,,0.231,0.121,0.121,,,17.308032,7.9e-05,7.9e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-194 d,Kepler-194 d,,,,,,,0.214,0.112,0.112,,,52.814973,0.000481,0.000481,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-195 b,Kepler-195 b,,,,,,,0.181,0.066,0.066,,,8.307872,2e-05,2e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-195 c,Kepler-195 c,,,,,,,0.138,0.051,0.051,,,34.096863,0.000371,0.000371,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-196 b,Kepler-196 b,,,,,,,0.17,0.013,0.013,,,20.739886,6.6e-05,6.6e-05,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-196 c,Kepler-196 c,,,,,,,0.2,0.015,0.015,,,47.427737,0.000223,0.000223,,,,,,,,,,,,,Primary Transit,2014,2014-03-06,
Kepler-197 b,Kepler-197 b,,,,,,,0.09492,0.00339,0.00339,,,5.599293,3.9e-05,3.9e-05,,,0.02,0.02,0.23,,,,,,,,Primary Transit,2014,2015-12-18,
Kepler-197 c,Kepler-197 c,,0.017,0.0091,0.01,0.0091,0.01,0.1078,0.0043,0.0043,,,10.349711,5.4e-05,5.4e-05,,,0.08,0.08,0.21,,,,,,,,Primary Transit,2014,2015-12-18,
