Primary planet name(from standardize_OEC_planet.csv),pl_name(from standardize_NASA_Catalogue_Data.csv),Lists(from standardize_OEC_planet.csv),Lists(from standardize_NASA_Catalogue_Data.csv),Mass [Mjup](from standardize_OEC_planet.csv),pl_bmassj(from standardize_NASA_Catalogue_Data.csv),Mass [Mjup] errorminus(from standardize_OEC_planet.csv),pl_bmassjerr2(from standardize_NASA_Catalogue_Data.csv),Mass [Mjup] errorplus(from standardize_OEC_planet.csv),pl_bmassjerr1(from standardize_NASA_Catalogue_Data.csv),Mass [Mjup] lowerlimit(from standardize_OEC_planet.csv),pl_bmassjerr2(from standardize_NASA_Catalogue_Data.csv),Mass [Mjup] upperlimit(from standardize_OEC_planet.csv),pl_bmassjerr1(from standardize_NASA_Catalogue_Data.csv),Radius [Rjup](from standardize_OEC_planet.csv),pl_radj(from standardize_NASA_Catalogue_Data.csv),Radius [Rjup] errorminus(from standardize_OEC_planet.csv),pl_radjerr2(from standardize_NASA_Catalogue_Data.csv),Radius [Rjup] errorplus(from standardize_OEC_planet.csv),pl_radjerr1(from standardize_NASA_Catalogue_Data.csv),Radius [Rjup] lowerlimit(from standardize_OEC_planet.csv),pl_radjerr2(from standardize_NASA_Catalogue_Data.csv),Radius [Rjup] upperlimit(from standardize_OEC_planet.csv),pl_radjerr1(from standardize_NASA_Catalogue_Data.csv),Orbital period [days](from standardize_OEC_planet.csv),pl_orbper(from standardize_NASA_Catalogue_Data.csv),Orbital period [days] errorminus(from standardize_OEC_planet.csv),pl_orbpererr2(from standardize_NASA_Catalogue_Data.csv),Orbital period [days] errorplus(from standardize_OEC_planet.csv),pl_orbpererr1(from standardize_NASA_Catalogue_Data.csv),Orbital period [days] lowerlimit(from standardize_OEC_planet.csv),pl_orbpererr2(from standardize_NASA_Catalogue_Data.csv),Orbital period [days] upperlimit(from standardize_OEC_planet.csv),pl_orbpererr1(from standardize_NASA_Catalogue_Data.csv),Eccentricity(from standardize_OEC_planet.csv),pl_orbeccen(from standardize_NASA_Catalogue_Data.csv),Eccentricity errorminus(from standardize_OEC_planet.csv),pl_orbeccenerr2(from standardize_NASA_Catalogue_Data.csv),Eccentricity errorplus(from standardize_OEC_planet.csv),pl_orbeccenerr1(from standardize_NASA_Catalogue_Data.csv),Eccentricity lowerlimit(from standardize_OEC_planet.csv),pl_orbeccenerr2(from standardize_NASA_Catalogue_Data.csv),Eccentricity upperlimit(from standardize_OEC_planet.csv),pl_orbeccenerr1(from standardize_NASA_Catalogue_Data.csv),Equilibrium temperature [K](from standardize_OEC_planet.csv),pl_eqt(from standardize_NASA_Catalogue_Data.csv),Equilibrium temperature [K] errorminus(from standardize_OEC_planet.csv),pl_eqterr2(from standardize_NASA_Catalogue_Data.csv),Equilibrium temperature [K] errorplus(from standardize_OEC_planet.csv),pl_eqterr1(from standardize_NASA_Catalogue_Data.csv),Equilibrium temperature [K] lowerlimit(from standardize_OEC_planet.csv),pl_eqterr2(from standardize_NASA_Catalogue_Data.csv),Equilibrium temperature [K] upperlimit(from standardize_OEC_planet.csv),pl_eqterr1(from standardize_NASA_Catalogue_Data.csv),Discovery method(from standardize_OEC_planet.csv),Discovery method(from standardize_NASA_Catalogue_Data.csv),Discovery year(from standardize_OEC_planet.csv),pl_publ_date(from standardize_NASA_Catalogue_Data.csv),Last updated [yy/mm/dd](from standardize_OEC_planet.csv),Last updated [yy/mm/dd](from standardize_NASA_Catalogue_Data.csv),source (xml)(from standardize_OEC_planet.csv),source (xml)(from standardize_NASA_Catalogue_Data.csv)
Kepler-335 c,Kepler-335 c,confirmedplanets,,,,,,,,,,,,0.27977,0.274,0.06015,0.059,0.06015,0.059,,0.059,,0.059,,,,,,,,0.00142300,,0.00142300,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-335.xml,
Kepler-336 c,Kepler-336 c,confirmedplanets,,,,,,,,,,,,0.19137,0.187,0.03372,0.033,0.03372,0.033,,0.033,,0.033,,,,,,,,0.00003500,,0.00003500,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-336.xml,
Kepler-336 d,Kepler-336 d,confirmedplanets,,,,,,,,,,,,0.21598,0.211,0.04374,0.043,0.04374,0.043,,0.043,,0.043,,,,,,,,0.00010200,,0.00010200,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-336.xml,
Kepler-337 b,Kepler-337 b,confirmedplanets,,,,,,,,,,,,0.14034,0.137,0.03919,0.038,0.03919,0.038,,0.038,,0.038,,,,,,,,0.00001900,,0.00001900,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-337.xml,
Kepler-337 c,Kepler-337 c,confirmedplanets,,,,,,,,,,,,0.18682,0.183,0.05194,0.051,0.05194,0.051,,0.051,,0.051,,,,,,,,0.00004700,,0.00004700,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-337.xml,
Kepler-338 b,Kepler-338 b,confirmedplanets,,0.0963,,0.0663,,0.0761,,,,,,0.22236,0.218,0.01185,0.012,0.01185,0.012,,0.012,,0.012,,,,,,,,0.00005900,,0.00005900,0.04,,0.04,,0.27,,,,,,,,,,,,,,,,transit,,,,15/07/28,,Kepler-338.xml,
Kepler-338 c,Kepler-338 c,confirmedplanets,,,,,,,,,,,,0.21324,0.209,0.01094,0.011,0.01094,0.011,,0.011,,0.011,,,,,,,,0.00015800,,0.00015800,0.03,,0.03,,0.24,,,,,,,,,,,,,,,,transit,,,,15/07/28,,Kepler-338.xml,
Kepler-338 d,Kepler-338 d,confirmedplanets,,,,,,,,,,,,0.27339,0.268,0.02552,0.025,0.02552,0.025,,0.025,,0.025,,,,,,,,0.00036800,,0.00036800,0.03,,0.03,,0.22,,,,,,,,,,,,,,,,transit,,,,15/07/28,,Kepler-338.xml,
Kepler-338 e,Kepler-338 e,confirmedplanets,,,,,,,,,0.02000,,0.02300,,,,,,,,0.006,,0.006,9.34149,9.34100000,0.00040,,0.00040,,,,,,0.05,,0.05,,0.23,,,,,,,,,,,,,,,,transit,,,,15/07/28,,Kepler-338.xml,
Kepler-339 b,Kepler-339 b,confirmedplanets,,,,,,,,,,,,0.12941,0.127,0.06015,0.059,0.06015,0.059,,0.059,,0.059,,,,,,,,0.00001900,,0.00001900,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-339.xml,
Kepler-339 c,Kepler-339 c,confirmedplanets,,,,,,,,,,,,0.10480,0.103,0.04739,0.046,0.04739,0.046,,0.046,,0.046,,,,,,,,0.00005300,,0.00005300,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-339.xml,
Kepler-340 b,Kepler-340 b,confirmedplanets,,,,,,,,,,,,0.23056,0.226,0.05468,0.054,0.05468,0.054,,0.054,,0.054,,,,,,,,0.00047300,,0.00047300,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-340.xml,
Kepler-340 c,Kepler-340 c,confirmedplanets,,,,,,,,,,,,0.30711,0.301,0.07017,0.069,0.07017,0.069,,0.069,,0.069,,,,,,,,0.00048100,,0.00048100,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-340.xml,
Kepler-341 b,Kepler-341 b,confirmedplanets,,,,,,,,,,,,0.10753,0.105,0.05650,0.055,0.05650,0.055,,0.055,,0.055,,,,,,,,0.00005300,,0.00005300,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-341.xml,
Kepler-341 c,Kepler-341 c,confirmedplanets,,,,,,,,,,,,0.15492,0.152,0.07837,0.077,0.07837,0.077,,0.077,,0.077,,,,,,,,0.00004900,,0.00004900,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-341.xml,
Kepler-341 d,Kepler-341 d,confirmedplanets,,,,,,,,,,,,0.16859,0.165,0.08566,0.084,0.08566,0.084,,0.084,,0.084,,,,,,,,0.00029700,,0.00029700,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-341.xml,
Kepler-342 b,Kepler-342 b,confirmedplanets,,,,,,,,,,,,0.20504,0.201,0.03645,0.036,0.03645,0.036,,0.036,,0.036,,,,,,,,0.00005900,,0.00005900,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-342.xml,
Kepler-342 c,Kepler-342 c,confirmedplanets,,,,,,,,,,,,0.17862,0.175,0.03190,0.031,0.03190,0.031,,0.031,,0.031,,,,,,,,0.00016300,,0.00016300,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-342.xml,
Kepler-342 d,Kepler-342 d,confirmedplanets,,,,,,,,,,,,0.22691,0.222,0.04374,0.043,0.04374,0.043,,0.043,,0.043,,,,,,,,0.00037500,,0.00037500,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-342.xml,
Kepler-343 b,Kepler-343 b,confirmedplanets,,,,,,,,,,,,0.21962,0.215,0.04648,0.045,0.04648,0.045,,0.045,,0.045,,,,,,,,0.00005800,,0.00005800,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-343.xml,
Kepler-344 b,Kepler-344 b,confirmedplanets,,,,,,,,,,,,0.23785,0.233,0.02005,0.109,0.11118,0.109,,0.109,,0.109,,,,,,,,0.00010800,,0.00010800,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-344.xml,
Kepler-344 c,Kepler-344 c,confirmedplanets,,,,,,,,,,,,0.26883,0.263,0.03463,0.123,0.12576,0.123,,0.123,,0.123,,,,,,,,0.00172800,,0.00172800,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-344.xml,
Kepler-345 b,Kepler-345 b,confirmedplanets,,,,,,,,,,,,0.06744,0.066,0.00547,0.005,0.00547,0.005,,0.005,,0.005,,,,,,,,0.00005400,,0.00005400,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-345.xml,
Kepler-346 b,Kepler-346 b,confirmedplanets,,,,,,,,,,,,0.24241,0.237,0.02187,0.111,0.11300,0.111,,0.111,,0.111,,,,,,,,0.00001700,,0.00001700,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-346.xml,
Kepler-346 c,Kepler-346 c,confirmedplanets,,,,,,,,,,,,0.27977,0.274,0.04192,0.130,0.13305,0.130,,0.130,,0.130,,,,,,,,0.00009800,,0.00009800,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-346.xml,
Kepler-347 b,Kepler-347 b,confirmedplanets,,,,,,,,,,,,0.17953,0.176,0.08566,0.084,0.08566,0.084,,0.084,,0.084,,,,,,,,0.00010600,,0.00010600,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-347.xml,
Kepler-348 b,Kepler-348 b,confirmedplanets,,,,,,,,,,,,0.13852,0.136,0.02643,0.026,0.02643,0.026,,0.026,,0.026,,,,,,,,0.00003100,,0.00003100,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-348.xml,
Kepler-348 c,Kepler-348 c,confirmedplanets,,,,,,,,,,,,0.12120,0.119,0.02278,0.022,0.02278,0.022,,0.022,,0.022,,,,,,,,0.00017900,,0.00017900,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-348.xml,
Kepler-349 b,Kepler-349 b,confirmedplanets,,,,,,,,,,,,0.17315,0.170,0.06561,0.064,0.06561,0.064,,0.064,,0.064,,,,,,,,0.00002000,,0.00002000,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-349.xml,
Kepler-350 b,Kepler-350 b,confirmedplanets,,,,,,,,,,,,0.16859,0.165,0.03463,0.034,0.03463,0.034,,0.034,,0.034,,,,,,,,0.00011900,,0.00011900,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-350.xml,
Kepler-350 c,Kepler-350 c,confirmedplanets,,,0.01900,,0.01000,,0.01000,,0.01000,,0.01000,0.28524,0.277,0.05741,0.054,0.05741,0.127,,0.054,,0.127,17.848568,17.84900000,.000091,,0.000091,,,,,,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-350.xml,
Kepler-350 d,Kepler-350 d,confirmedplanets,,,0.04700,,0.01500,,0.01700,,0.01500,,0.01700,0.25243,0.250,0.05103,0.048,0.05103,0.114,,0.048,,0.114,26.135910,26.13600000,.000193,,0.000193,,,,,,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-350.xml,
Kepler-351 b,Kepler-351 b,confirmedplanets,,,,,,,,,,,,0.27886,0.273,0.05012,0.138,0.14125,0.138,,0.138,,0.138,,,,,,,,0.00048400,,0.00048400,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-351.xml,
Kepler-352 b,Kepler-352 b,confirmedplanets,,,,,,,,,,,,0.07837,0.077,0.00729,0.007,0.00729,0.007,,0.007,,0.007,,,,,,,,0.00019400,,0.00019400,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-352.xml,
Kepler-352 c,Kepler-352 c,confirmedplanets,,,,,,,,,,,,0.11300,0.111,0.00911,0.009,0.00911,0.009,,0.009,,0.009,,,,,,,,0.00027200,,0.00027200,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-352.xml,
Kepler-353 b,Kepler-353 b,confirmedplanets,,,,,,,,,,,,0.08111,0.079,0.00547,0.005,0.00547,0.005,,0.005,,0.005,,,,,,,,0.00005500,,0.00005500,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-353.xml,
Kepler-354 b,Kepler-354 b,confirmedplanets,,,,,,,,,,,,0.16768,0.164,0.05286,0.052,0.05286,0.052,,0.052,,0.052,,,,,,,,0.00002400,,0.00002400,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-354.xml,
Kepler-354 c,Kepler-354 c,confirmedplanets,,,,,,,,,,,,0.11938,0.117,0.03827,0.037,0.03827,0.037,,0.037,,0.037,,,,,,,,0.00022800,,0.00022800,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-354.xml,
Kepler-354 d,Kepler-354 d,confirmedplanets,,,,,,,,,,,,0.11300,0.111,0.03645,0.036,0.03645,0.036,,0.036,,0.036,,,,,,,,0.00040300,,0.00040300,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-354.xml,
Kepler-355 c,Kepler-355 c,confirmedplanets,,,,,,,,,,,,0.24696,0.242,0.02005,0.109,0.11118,0.109,,0.109,,0.109,,,,,,,,0.00026700,,0.00026700,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-355.xml,
Kepler-356 b,Kepler-356 b,confirmedplanets,,,,,,,,,,,,0.14307,0.140,0.02643,0.026,0.02643,0.026,,0.026,,0.026,,,,,,,,0.00002100,,0.00002100,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-356.xml,
Kepler-356 c,Kepler-356 c,confirmedplanets,,,,,,,,,,,,0.16495,0.161,0.03007,0.029,0.03007,0.029,,0.029,,0.029,,,,,,,,0.00008800,,0.00008800,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-356.xml,
Kepler-357 b,Kepler-357 b,confirmedplanets,,,,,,,,,,,,0.16768,0.164,0.00729,0.096,0.09842,0.096,,0.096,,0.096,,,,,,,,0.00003400,,0.00003400,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-357.xml,
Kepler-357 d,Kepler-357 d,confirmedplanets,,,,,,,,,,,,0.31258,0.306,0.00365,0.182,0.18591,0.182,,0.182,,0.182,,,,,,,,0.00046000,,0.00046000,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-357.xml,
Kepler-358 b,Kepler-358 b,confirmedplanets,,,,,,,,,,,,0.24787,0.243,0.03281,0.121,0.12394,0.121,,0.121,,0.121,,,,,,,,0.00019400,,0.00019400,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-358.xml,
Kepler-358 c,Kepler-358 c,confirmedplanets,,,,,,,,,,,,0.25972,0.254,0.03919,0.128,0.13032,0.128,,0.128,,0.128,,,,,,,,0.00083000,,0.00083000,,,,,,,,,,,,,,,,,,,,,transit,,,,14/02/26,,Kepler-358.xml,
WASP-117 b,WASP-117 b,confirmedplanets,,,,,,,,,0.00900,,0.00900,,,,,,,,0.065,,0.076,,,,,,,,0.00055000,,0.00055000,,,,,,,,0.023000,,0.023000,1024,1001,-26,32,30,29,,32,,29,transit,,,,14/06/27,,WASP-117.xml,
WD 0806-661 B,WD 0806-661 b,confirmedplanets,,8,7.50000,,1.50000,,1.50000,6,1.50000,10,1.50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,323,,23,,23,,23,,23,imaging,,,,11/04/22,,WD 0806-661.xml,
WTS-1 b,WTS-1 b,confirmedplanets,,,,,0.35000,,0.35000,,0.35000,,0.35000,,,,0.180,,0.160,,0.180,,0.160,3.35,3.35205700,,0.00001500,,0.00001300,,0.00001500,,0.00001300,0.0,0.100000,,,,,,,,,1362.3,1500,,100,,100,,100,,100,transit,,,,12/10/04,,WTS-1.xml,
CoRoT-1 b,XO-1 b,confirmedplanets,,1.03,0.92000,0.12,0.08000,0.12,0.08000,,0.08000,,0.08000,1.49,1.210,0.08,0.030,0.08,0.030,,0.030,,0.030,1.5089557,3.94150685,0.0000064,0.00000202,0.0000064,0.00000202,,0.00000202,,0.00000202,,,,,,,,,,,1898,,50,,50,,,,,,transit,,2007,2006,12/04/05,,CoRoT-1.xml,
XO-2N b,XO-2 N b,confirmedplanets|planetsinbinarysystems|s-type,,,,,,,,,0.02100,,0.02100,0.973,1.019,,0.031,,0.031,,0.031,,0.031,,,,,,,,0.00000028,,0.00000028,,0.006000,,,,,,,0.006,,,,,,,,,,,,transit,,,,15/05/10,,XO-2.xml,
XO-2S b,XO-2 S b,confirmedplanets|planetsinbinarysystems|s-type,,,,,,,,,0.01400,,0.01400,,,,,,,,,,,,,,,,,,0.03400000,,0.03400000,,,,,,,,0.035000,,0.035000,,,,,,,,,,,rv,,,,14/07/02,,XO-2.xml,
XO-2S c,XO-2 S c,confirmedplanets|planetsinbinarysystems|s-type,,,,,,,,,0.05300,,0.05300,,,,,,,,,,,,,,,,,,0.34000000,,0.34000000,,,,,,,,0.009800,,0.009400,,,,,,,,,,,rv,,,,14/07/02,,XO-2.xml,
CoRoT-3 b,XO-3 b,confirmedplanets,,21.66,11.79000,1.0,0.59000,1.0,0.59000,,0.59000,,0.59000,1.01,1.217,0.07,0.073,0.07,0.073,,0.073,,0.073,4.25680,3.19152390,0.000005,0.00000680,0.000005,0.00000680,,0.00000680,,0.00000680,0.0,0.260000,,0.017000,,0.017000,,0.017000,,0.017000,1554.7,,,,,,,,,,transit,,,,12/04/05,,CoRoT-3.xml,
CoRoT-5 b,XO-5 b,confirmedplanets,,0.467,1.19000,0.024,0.03000,0.047,0.03000,,0.03000,,0.03000,1.388,1.140,0.047,0.030,0.046,0.030,,0.030,,0.030,4.0378962,4.18775580,0.0000019,0.00000060,0.0000019,0.00000060,,0.00000060,,0.00000060,0.09,0.000000,0.04,,0.09,,,,,,1316.3,1230,,20,,20,,20,,20,transit,,,,09/07/18,,CoRoT-5.xml,
WASP-106 b,WASP-106 b,confirmedplanets,,,,,,,,,0.07600,,0.07600,,,,,,,,0.028,,0.046,,,,,,,,0.00001000,,0.00001000,,0.000000,,,,,,,0.13,,,,,,,,,29,,29,transit,,,,14/08/06,,WASP-106.xml,
HATS-9 b,HATS-9 b,confirmedplanets,,,,,,,,,0.02900,,0.02900,,,,,,,,0.098,,0.098,,,,,,,,0.00000520,,0.00000520,,0.129000,,,,,,,,,,,37,35,,,,35,,52,transit,,,,15/02/28,,HATS-9.xml,
HATS-10 b,HATS-10 b,confirmedplanets,,,,,,,,,0.08100,,0.08100,,,,,,,,0.045,,0.061,,,,,,,,0.00000580,,0.00000580,,0.501000,,,,,,,,,,,,,,,,39,,39,transit,,,,15/02/28,,HATS-10.xml,
Kepler-449 b,Kepler-449 b,confirmedplanets|planetsinbinarysystems|s-type,,,,,,,,,,,,0.1834,0.183,0.0062,0.006,0.0062,0.006,,0.006,,0.006,,,,,,,,0.00027000,,0.00027000,,,,,,,,0.030000,,0.280000,,,,,,,,,,,transit,,,,15/07/28,,Kepler-449.xml,
Kepler-449 c,Kepler-449 c,confirmedplanets|planetsinbinarysystems|s-type,,,,,,,,,,,,0.2466,0.247,0.0077,0.008,0.0077,0.008,,0.008,,0.008,,,,,,,,0.00100000,,0.00100000,,,,,,,,0.050000,,0.240000,,,,,,,,,,,transit,,,,15/07/28,,Kepler-449.xml,
Kepler-450 b,Kepler-450 b,confirmedplanets|planetsinbinarysystems|s-type,,,,,,,,,,,,,,,,,,,0.029,,0.029,,,,,,,,0.00002500,,0.00002500,,,,,,,,0.020000,,0.140000,,,,,,,,,,,transit,,,,,,Kepler-450.xml,
Kepler-450 c,Kepler-450 c,confirmedplanets|planetsinbinarysystems|s-type,,,,,,,,,,,,,,,,,,,0.012,,0.012,,,,,,,,0.00008500,,0.00008500,,,,,,,,0.020000,,0.170000,,,,,,,,,,,transit,,,,,,Kepler-450.xml,
Kepler-450 d,Kepler-450 d,confirmedplanets|planetsinbinarysystems|s-type,,,,,,,,,,,,0.0747,0.075,0.0061,0.006,0.0061,0.006,,0.006,,0.006,,,,,,,,0.00023000,,0.00023000,,,,,,,,0.140000,,0.240000,,,,,,,,,,,transit,,,,,,Kepler-450.xml,
KOI-285 d,Kepler-92 d,confirmedplanets,,,,,,,,,,,,0.1844,0.184,,,,,,0.005,,0.005,,,,,,,,0.00240000,,0.00240000,,,,,,,,0.040000,,0.340000,608.0,,,,,,,,,,transit,,2014,2015,15/06/09,,KOI-285.xml,
HAT-P-55 b,HAT-P-55 b,confirmedplanets,,,,,,,,,0.05600,,0.05600,,,,,,,,0.055,,0.055,,3.58524670,,0.00000640,,0.00000640,,0.00000640,,0.00000640,,0.139000,,,,,,,0.139,,,,,,,,,26,,26,transit,,,,15/06/11,,HAT-P-55.xml,
Kepler-452 b,Kepler-452 b,confirmedplanets,,,,,,,,,,,,0.148542,0.145,0.018226,0.018,0.020960,0.021,,0.018,,0.021,,,0.019,0.01200000,0.015,0.00700000,,0.01200000,,0.00700000,,,,,,,,,,,,,,,,,,13,,15,transit,,,,15/07/23,,Kepler-452.xml,
HAT-P-56 b,HAT-P-56 b,confirmedplanets,,,,,,,,,0.25000,,0.25000,,,,,,,,0.040,,0.040,,,,,,,,0.00000470,,0.00000470,,0.246000,,,,,,,0.246,,,,,,,,,21,,21,transit,,,,15/06/05,,HAT-P-56.xml,
KOI-1299 c,Kepler-432 c,controversial|planetsinbinarysystems|s-type,,,,,,,,,0.24000,,0.22000,,,,,,,,,,,,,,,,,,2.50000000,,3.90000000,,,,,,,,0.059000,,0.029000,,,,,,,,,,,rv,,2014,2015,15/02/03,,KOI-1299.xml,
Kepler-444 e,Kepler-444 e,confirmedplanets|planetsinbinarysystems|s-type,,,,,,,,,,,,0.049757,0.049,0.001367,0.001,0.001549,0.002,,0.001,,0.002,,,,,,,,0.00001600,,0.00001700,0.02,0.100000,0.02,0.070000,0.27,0.200000,,0.070000,,0.200000,,,,,,,,,,,transit,,,,15/07/28,,Kepler-444.xml,
Kepler-445 c,Kepler-445 c,confirmedplanets,,,,,,,,0.025166,,0.028311,,0.228737,0.220,0.032807,0.030,0.032807,0.030,,0.030,,0.030,,,,,,,,0.00001100,,0.00001100,,0.000000,,,,,,,,,,,,,,,,,,,transit,,,,15/01/06,,Kepler-445.xml,
Kepler-446 c,Kepler-446 c,confirmedplanets,,,,,,,,0.006291,,0.012583,,0.101155,0.100,0.016403,0.020,0.016403,0.020,,0.020,,0.020,,,,,,,,0.00000550,,0.00000550,,0.000000,,,,,,,,,,,,,,,,,,,transit,,,,15/01/06,,Kepler-446.xml,
24 Sex c,24 Sex c,confirmedplanets,,,,,,,,,0.22000,,0.35000,,,,,,,,,,,,,,,,,,13.80000000,,32.40000000,,,,,,,,0.090000,,0.160000,,,,,,,,,,,rv,,2010,2011,15/09/23,,24 Sex.xml,
2M 044144 b,2MASS J04414489+2301513 b,confirmedplanets|planetsinbinarysystems|s-type,,9.8,7.50000,1.8,2.50000,1.8,2.50000,,2.50000,,2.50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,,,,,,,,,,imaging,,,,15/09/12,,2M 044144.xml,
Kepler-1602 b,Kepler-1602 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.021,,0.052,,,,,,,,0.00007504,,0.00007504,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1602.xml,
Kepler-1603 b,Kepler-1603 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.017,,0.042,,,,,,,,0.00002336,,0.00002336,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1603.xml,
Kepler-1604 b,Kepler-1604 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.010,,0.017,,,,,,,,0.00000063,,0.00000063,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1604.xml,
Kepler-1605 b,Kepler-1605 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.007,,0.008,,,,,,,,0.00061610,,0.00061610,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1605.xml,
Kepler-1606 b,Kepler-1606 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.013,,0.021,,,,,,,,0.00393500,,0.00393500,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1606.xml,
Kepler-1607 b,Kepler-1607 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.012,,0.029,,,,,,,,0.00021020,,0.00021020,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1607.xml,
Kepler-1608 b,Kepler-1608 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.017,,0.014,,,,,,,,0.00016980,,0.00016980,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1608.xml,
Kepler-1609 b,Kepler-1609 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.029,,0.080,,,,,,,,0.00409700,,0.00409700,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1609.xml,
Kepler-1610 b,Kepler-1610 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.012,,0.017,,,,,,,,0.00008315,,0.00008315,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1610.xml,
Kepler-1611 b,Kepler-1611 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.006,,0.014,,,,,,,,0.00005826,,0.00005826,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1611.xml,
Kepler-1612 b,Kepler-1612 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.010,,0.016,,,,,,,,0.00002727,,0.00002727,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1612.xml,
Kepler-1613 b,Kepler-1613 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.045,,0.039,,,,,,,,0.00019910,,0.00019910,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1613.xml,
Kepler-1614 b,Kepler-1614 b,confirmedplanets,,,,,,,,,,,,,,,,,,,0.013,,0.011,,,,,,,,0.00003022,,0.00003022,,,,,,,,,,,,,,,,,,,,,transit,,2016,,16/05/10,,Kepler-1614.xml,
